dsid,regime,n,trial,nu,wbic,afe0,adjusted_wbic,chains,draws,tune,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,n_components
e-singular,250,250,10,1.5631362679843432,705.4866086059279,710.9367522462845,703.9234723379436,1,1000,2500,0.0,0,0,[0],6,2
singular1,250,250,10,0.6328293279414994,645.8846229910084,644.6931334466568,645.2517936630669,1,1000,2500,0.0,0,0,[0],9,2
singular2,250,250,10,0.6896660182388203,566.1987379461083,566.4549507775808,565.5090719278695,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,10,1.6522960877764759,752.6652220720621,758.3084004324201,751.0129259842856,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,10,1.4615784075298508,706.1269768509763,712.3171174757501,704.6653984434465,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,10,0.6889616847035432,648.3731596719641,646.0734986761223,647.6841979872605,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,10,0.7262407878980913,568.065098132554,567.8353160070463,567.3388573446559,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,10,1.4447924246381825,754.0542877950736,761.0691308913512,752.6094953704354,1,1000,2500,0.0,0,0,[0],10,5
e-singular,250,250,10,1.4383934757926409,709.0886866140564,715.0778479346812,707.6502931382638,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,10,0.7331490059701903,654.6717509625835,648.8342291350534,653.9386019566133,1,1000,2500,0.0,0,0,[0],10,5
singular2,250,250,10,0.6884623103194246,571.4235355145811,570.5960464659775,570.7350732042617,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,10,1.448551680220606,756.8265576051743,763.8298613502823,755.3780059249538,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,10,1.2463188451562914,711.3754487246122,717.8385783936124,710.1291298794558,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,10,0.6783703285559921,659.6384722420696,651.5949595939846,658.9601019135137,1,1000,2500,0.0,0,0,[0],10,7
singular2,250,250,10,0.6998052265294632,575.9317720518027,573.3567769249087,575.2319668252733,1,1000,2500,0.0,0,0,[0],8,7
regular,250,250,10,1.4087294146150775,759.7300807753601,766.5905918092134,758.321351360745,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,10,1.1113034741813654,714.6130398601201,720.5993088525435,713.5017363859388,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,10,0.651106246044353,664.9393127297318,654.3556900529157,664.2882064836874,1,1000,2500,0.0,0,0,[0],10,9
singular2,250,250,10,0.6763991389349054,580.1343512270611,576.1175073838398,579.4579520881261,1,1000,2500,0.0,0,0,[0],8,9
regular,5000,5000,10,1.4377301925112824,14795.843645895638,14798.17745657216,14794.405915703128,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,10,1.3050307181434053,13553.621470328078,13555.274861976526,13552.316439609935,1,1000,2500,0.0,0,0,[0],5,2
singular1,5000,5000,10,0.6054810008832332,12753.811003613988,12752.73351220667,12753.205522613105,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,10,0.5766622939402776,10988.668206066557,10988.573696039824,10988.091543772616,1,1000,2500,0.0,0,0,[0],9,2
regular,5000,5000,10,1.597202059058119,14798.463661619358,14800.306754870015,14796.8664595603,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,10,1.4932239605079847,13556.956603546781,13557.40416027438,13555.463379586274,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,10,0.7056447958808786,12757.404942312023,12754.862810504525,12756.699297516143,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,10,0.6653617088158594,10992.126033735934,10990.702994337678,10991.460672027119,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,10,1.685735435193065,14802.800587481881,14804.565351465722,14801.114852046689,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,10,1.5261925344030467,13560.9432733425,13561.662756870088,13559.417080808096,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,10,0.827669778184294,12764.839566861105,12759.121407100234,12764.01189708292,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,10,0.7138727632800731,10997.77781369514,10994.961590933388,10997.06394093186,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,10,1.799427235920535,14807.731162049236,14808.82394806143,14805.931734813315,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,10,1.6492083110916764,13565.093723951195,13565.921353465796,13563.444515640103,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,10,0.7833417727103777,12769.622372567866,12763.380003695942,12768.839030795156,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,10,0.7425672549702415,11003.435385919944,10999.220187529096,11002.692818664973,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,10,1.6924719178246457,14810.77285902979,14813.082544657138,14809.080387111966,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,10,1.4322743538323568,13566.914345172167,13570.179950061503,13565.482070818334,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,10,0.8510046687963897,12775.076735156434,12767.63860029165,12774.225730487637,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,10,0.7494497125472891,11008.920127107232,11003.478784124803,11008.170677394684,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,11,1.210186213126514,141.76032103139596,142.79922024778853,140.55013481826944,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,11,0.896858108946259,135.39716142050617,136.58635673049966,134.50030331155992,1,1000,2500,0.0,0,0,[0],8,2
singular1,50,50,11,0.45837384715946594,127.88207853383129,126.58884783385739,127.42370468667183,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,11,0.6069380173359599,114.13009911627721,113.92644420086316,113.52316109894124,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,11,1.2338754883094827,143.05361930767475,143.77722599914557,141.81974381936527,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,11,0.7360340635559491,135.98099841361343,137.5643624818567,135.24496435005747,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,11,0.4763813469620378,130.43856065327918,127.56685358521442,129.96217930631715,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,11,0.5747576295286366,115.70454318736557,114.90444995222019,115.12978555783694,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,11,1.0051350590238126,144.50274968426336,145.73323750185963,143.49761462523955,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,11,0.7628426835863987,139.65174971713378,139.52037398457077,138.88890703354738,1,1000,2500,0.0,0,0,[0],9,5
singular1,50,50,11,0.46279047813892965,134.42547093743278,129.5228650879285,133.96268045929384,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,11,0.6242122343407532,119.20528380271902,116.86046145493427,118.58107156837826,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,11,0.8900471456090717,146.20408761133748,147.6892490045737,145.31404046572843,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,11,0.6939204968833922,142.34186123353714,141.47638548728486,141.64794073665377,1,1000,2500,0.0,0,0,[0],9,7
singular1,50,50,11,0.5079879646148826,138.19938750715374,131.47887659064256,137.69139954253887,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,11,0.5794953345124324,121.61558851820686,118.81647295764834,121.03609318369443,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,11,0.8070455819721907,147.83864821947213,149.6452605072878,147.03160263749993,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,11,0.6756726382938534,144.90477057674642,143.43239698999892,144.22909793845255,1,1000,2500,0.0,0,0,[0],8,9
singular1,50,50,11,0.4987656106367113,141.52292381188326,133.43488809335665,141.02415820124654,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,11,0.5618081312925309,124.19314313102778,120.77248446036242,123.63133499973524,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,11,1.3652259330527738,722.3743823653804,723.7539405928762,721.0091564323276,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,11,0.701272092468274,644.7118425904207,652.7872459686408,644.0105704979525,1,1000,2500,0.0,0,0,[0],8,2
singular1,250,250,11,0.5428145174934809,640.4942986263808,638.8635486437495,639.9514841088873,1,1000,2500,0.0,0,0,[0],9,2
singular2,250,250,11,0.7073501750979315,556.318766092032,555.8976666072914,555.611415916934,1,1000,2500,0.0,0,0,[0],7,2
regular,250,250,11,1.342908052644634,723.8338922000021,725.1343058223418,722.4909841473575,1,1000,2500,0.0,0,0,[0],8,3
e-singular,250,250,11,0.7117918011171742,646.2940798043319,654.1676111981064,645.5822880032147,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,11,0.5568943064341373,642.5908941287549,640.243913873215,642.0339998223208,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,11,0.7466122041736553,558.4088124985187,557.2780318367569,557.6622002943451,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,11,1.3223826229209839,727.4579163821551,727.895036281273,726.1355337592341,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,11,0.7301163641620048,651.6346896989205,656.9283416570375,650.9045733347585,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,11,0.5845043415901489,649.4652970838555,643.0046443321461,648.8807927422654,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,11,0.7160094822660963,562.4719643170482,560.038762295688,561.7559548347821,1,1000,2500,0.0,0,0,[0],8,5
regular,250,250,11,1.208757549265898,730.2293118813003,730.6557667402041,729.0205543320344,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,11,0.721589591125201,656.6396473342065,659.6890721159687,655.9180577430814,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,11,0.5633298487211753,655.2884903041867,645.7653747910773,654.7251604554655,1,1000,2500,0.0,0,0,[0],9,7
singular2,250,250,11,0.6456115957917731,566.4793329334781,562.7994927546192,565.8337213376863,1,1000,2500,0.0,0,0,[0],8,7
regular,250,250,11,1.14835725050899,733.0150785296587,733.4164971991352,731.8667212791497,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,11,0.6607556736338784,660.6780851299001,662.4498025748998,660.0173294562662,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,11,0.6236435538453996,662.5779188486466,648.5261052500084,661.9542752948012,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,11,0.6343084983293783,570.2576256383742,565.5602232135503,569.6233171400448,1,1000,2500,0.0,0,0,[0],8,9
regular,5000,5000,11,1.5868170795591334,14834.446085623867,14834.67912065171,14832.859268544309,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,11,1.5195321804845356,13627.89483120293,13630.904288832306,13626.375299022446,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,11,0.6778424637538364,12815.056404125147,12815.689598164883,12814.378561661393,1,1000,2500,0.0,0,0,[0],9,2
singular2,5000,5000,11,0.6523504050314889,11073.571006326321,11074.774777882407,11072.91865592129,1,1000,2500,0.0,0,0,[0],9,2
regular,5000,5000,11,1.685445622075601,14835.605265266928,14836.808418949564,14833.919819644852,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,11,1.543944014934275,13628.08491956817,13633.03358713016,13626.540975553235,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,11,0.8117241310317707,12818.07968759197,12817.818896462737,12817.267963460938,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,11,0.726150074594189,11075.941509854187,11076.90407618026,11075.215359779593,1,1000,2500,0.0,0,0,[0],9,3
regular,5000,5000,11,1.8506054734872346,14840.03588025336,14841.067015545272,14838.185274779871,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,11,1.5927126147616157,13630.709462186698,13637.292183725867,13629.116749571936,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,11,0.8058957018862543,12823.881891710109,12822.077493058447,12823.075996008223,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,11,0.8226883103538526,11081.053995833074,11081.16267277597,11080.23130752272,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,11,1.8626460285072624,14844.33326992787,14845.32561214098,14842.470623899364,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,11,1.5906227592704445,13634.175387016006,13641.550780321575,13632.584764256737,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,11,0.8122399448866818,12828.323059654917,12826.336089654154,12827.510819710029,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,11,0.8182324929911666,11086.432973288383,11085.421269371678,11085.614740795392,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,11,1.9359251124588193,14847.8191165944,14849.584208736687,14845.883191481942,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,11,1.503110921641308,13635.81943962049,13645.809376917283,13634.31632869885,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,11,0.8175035569565073,12836.95931715551,12830.594686249862,12836.141813598553,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,11,0.8368399912951415,11090.783940493793,11089.679865967386,11089.947100502499,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,12,1.4737014824070604,148.92200023852106,149.89822955832105,147.448298756114,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,12,1.0652255682756238,141.42825576431986,142.91334857563686,140.36303019604424,1,1000,2500,0.0,0,0,[0],7,2
singular1,50,50,12,0.2741658526332623,119.70174448588818,117.62488665497538,119.42757863325492,1,1000,2500,0.0,0,0,[0],10,2
singular2,50,50,12,0.4622432648379423,107.58195251085432,106.37121631201724,107.11970924601638,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,12,1.2488254257332936,149.1284429999785,150.8762353096781,147.8796175742452,1,1000,2500,0.0,0,0,[0],8,3
e-singular,50,50,12,1.088623492901535,142.94119394625446,143.8913543269939,141.8525704533529,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,12,0.27284302274394195,122.32051383278353,118.60289240633242,122.04767081003959,1,1000,2500,0.0,0,0,[0],9,3
singular2,50,50,12,0.37751703752463295,109.05742490254511,107.34922206337427,108.67990786502048,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,12,1.1586104373078017,150.8985734027125,152.83224681239216,149.7399629654047,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,12,0.9136588129593776,145.30905459354608,145.84736582970797,144.3953957805867,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,12,0.34190569204541327,126.94287116601004,120.55890390904649,126.60096547396462,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,12,0.42585031130858564,112.82542932885171,109.30523356608835,112.39957901754313,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,12,1.0987159508920445,152.512753684584,154.78825831510625,151.41403773369194,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,12,0.8535011572595079,148.0300359971673,147.80337733242203,147.1765348399078,1,1000,2500,0.0,0,0,[0],9,7
singular1,50,50,12,0.33019938471358573,130.90822957985844,122.51491541176057,130.57803019514486,1,1000,2500,0.0,0,0,[0],9,7
singular2,50,50,12,0.4001638379523698,115.9096628465711,111.26124506880242,115.50949900861872,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,12,0.9975384576905224,154.30265474276234,156.7442698178203,153.30511628507182,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,12,0.8004229412956568,150.56120346155754,149.75938883513612,149.76078052026187,1,1000,2500,0.0,0,0,[0],8,9
singular1,50,50,12,0.3325020614935087,134.91290103160756,124.47092691447465,134.58039897011406,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,12,0.39508052857776765,118.47308845042197,113.2172565715165,118.0780079218442,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,12,1.500659772921796,722.8529690972862,724.7786658478607,721.3523093243643,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,12,1.6191674477628761,680.6134088195545,680.9339814107492,678.9942413717916,1,1000,2500,0.0,0,0,[0],9,2
singular1,250,250,12,0.5640865349145877,636.0531143730487,634.9784816567746,635.4890278381341,1,1000,2500,0.0,0,0,[0],10,2
singular2,250,250,12,0.6676195210207331,552.6738474916483,551.8567329001507,552.0062279706276,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,12,1.5120828451222805,724.2139343888783,726.1590310773263,722.701851543756,1,1000,2500,0.0,0,0,[0],10,3
e-singular,250,250,12,1.5380027921327268,680.7813343111113,682.3143466402148,679.2433315189786,1,1000,2500,0.0,0,0,[0],9,3
singular1,250,250,12,0.5696656588112187,639.8326052538064,636.3588468862401,639.2629395949951,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,12,0.6219302582304524,554.3847318191847,553.2370981296162,553.7628015609542,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,12,1.4191338919057666,726.9484778089083,728.9197615362574,725.5293439170025,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,12,1.1963292758644994,681.794117400719,685.0750770991459,680.5977881248544,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,12,0.5819156900103698,644.8597326751992,639.1195773451713,644.2778169851888,1,1000,2500,0.0,0,0,[0],10,5
singular2,250,250,12,0.6681232710087267,558.7176516093423,555.9978285885473,558.0495283383335,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,12,1.2141590097553263,728.5882745349281,731.6804919951885,727.3741155251728,1,1000,2500,0.0,0,0,[0],10,7
e-singular,250,250,12,1.0853461044079442,684.6018804359447,687.835807558077,683.5165343315368,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,12,0.6024308657351118,651.0486199031976,641.8803078041025,650.4461890374625,1,1000,2500,0.0,0,0,[0],10,7
singular2,250,250,12,0.6740303521735977,563.5575496108864,558.7585590474786,562.8835192587128,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,12,1.2044264852928288,731.4382175283162,734.4412224541196,730.2337910430233,1,1000,2500,0.0,0,0,[0],9,9
e-singular,250,250,12,1.0279508384138747,688.2904468831385,690.5965380170081,687.2624960447247,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,12,0.565693354651168,657.1819059000227,644.6410382630336,656.6162125453715,1,1000,2500,0.0,0,0,[0],9,9
singular2,250,250,12,0.6200928664764368,567.1367305317013,561.5192895064097,566.516637665225,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,12,1.5603177960333365,14929.052611999816,14930.91848258192,14927.492294203783,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,12,1.6191626498012273,13569.500140547925,13569.939857213438,13567.880977898123,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,12,0.6243063936564134,12742.681888015728,12742.8755092795,12742.057581622072,1,1000,2500,0.0,0,0,[0],10,2
singular2,5000,5000,12,0.5881378255072394,10977.682339681913,10978.507484057287,10977.094201856406,1,1000,2500,0.0,0,0,[0],9,2
regular,5000,5000,12,1.8487986666990759,14931.102179261647,14933.047780879773,14929.253380594948,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,12,1.7108160078651873,13569.896867084246,13572.069155511292,13568.18605107638,1,1000,2500,0.0,0,0,[0],10,3
singular1,5000,5000,12,0.6665693621331693,12744.393181921505,12745.004807577354,12743.726612559372,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,12,0.6240713568568463,10980.153342541069,10980.63678235514,10979.529271184212,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,12,1.9671575972602529,14933.05979288957,14937.306377475481,14931.092635292309,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,12,1.663051482668184,13571.058381239332,13576.327752107,13569.395329756664,1,1000,2500,0.0,0,0,[0],10,5
singular1,5000,5000,12,0.7195748499266397,12752.371240616165,12749.263404173063,12751.651665766238,1,1000,2500,0.0,0,0,[0],10,5
singular2,5000,5000,12,0.7297690450760138,10986.730043774442,10984.89537895085,10986.000274729366,1,1000,2500,0.0,0,0,[0],10,5
regular,5000,5000,12,1.8907104275007411,14934.381298554155,14941.564974071189,14932.490588126655,1,1000,2500,0.0,0,0,[0],10,7
e-singular,5000,5000,12,1.6838847309983904,13573.66015673296,13580.586348702707,13571.97627200196,1,1000,2500,0.0,0,0,[0],10,7
singular1,5000,5000,12,0.709989912860956,12758.817823536083,12753.522000768771,12758.107833623222,1,1000,2500,0.0,0,0,[0],10,7
singular2,5000,5000,12,0.6745409321285023,10992.042730805244,10989.153975546558,10991.368189873116,1,1000,2500,0.0,0,0,[0],10,7
regular,5000,5000,12,1.9925847623839916,14938.481539685325,14945.823570666897,14936.488954922941,1,1000,2500,0.0,0,0,[0],10,9
e-singular,5000,5000,12,1.6372044738718057,13576.137698617993,13584.844945298415,13574.500494144122,1,1000,2500,0.0,0,0,[0],10,9
singular1,5000,5000,12,0.7009338457159333,12764.566285789972,12757.780597364479,12763.865351944256,1,1000,2500,0.0,0,0,[0],10,9
singular2,5000,5000,12,0.7439579712651385,10999.10989520344,10993.412572142266,10998.365937232176,1,1000,2500,0.0,0,0,[0],10,9
regular,50,50,13,1.5801560252697409,152.4450411788727,153.4914911907187,150.86488515360298,1,1000,2500,0.0,0,0,[0],5,2
e-singular,50,50,13,1.309006705811266,142.78075877793773,144.3137828466205,141.47175207212646,1,1000,2500,0.0,0,0,[0],7,2
singular1,50,50,13,0.6372321391268497,134.770620675563,133.78108121337527,134.13338853643617,1,1000,2500,0.0,0,0,[0],8,2
singular2,50,50,13,0.6239112453618157,115.80146073583461,115.88082278100468,115.1775494904728,1,1000,2500,0.0,0,0,[0],7,2
regular,50,50,13,1.5510054045652213,153.21258313876638,154.46949694207575,151.66157773420116,1,1000,2500,0.0,0,0,[0],9,3
e-singular,50,50,13,1.0652444821363038,143.33364299718966,145.29178859797756,142.26839851505335,1,1000,2500,0.0,0,0,[0],8,3
singular1,50,50,13,0.6512148655583223,136.72362951215086,134.75908696473232,136.07241464659253,1,1000,2500,0.0,0,0,[0],8,3
singular2,50,50,13,0.6274433980360097,117.3312801532186,116.85882853236171,116.70383675518259,1,1000,2500,0.0,0,0,[0],8,3
regular,50,50,13,1.456776315616969,154.5655726320521,156.4255084447898,153.10879631643513,1,1000,2500,0.0,0,0,[0],9,5
e-singular,50,50,13,0.9191109600145424,145.50695847588025,147.24780010069162,144.58784751586572,1,1000,2500,0.0,0,0,[0],8,5
singular1,50,50,13,0.653856910135556,140.49282960784276,136.71509846744638,139.83897269770722,1,1000,2500,0.0,0,0,[0],9,5
singular2,50,50,13,0.5771346431964492,120.01635850848919,118.81484003507579,119.43922386529275,1,1000,2500,0.0,0,0,[0],8,5
regular,50,50,13,1.2029770189361084,155.07390667321346,158.38151994750388,153.87092965427735,1,1000,2500,0.0,0,0,[0],9,7
e-singular,50,50,13,0.8591048179622027,147.72457600168323,149.2038116034057,146.86547118372104,1,1000,2500,0.0,0,0,[0],9,7
singular1,50,50,13,0.6771410061905448,144.16882204941356,138.67110997016044,143.49168104322302,1,1000,2500,0.0,0,0,[0],8,7
singular2,50,50,13,0.5196452025956941,121.93164105026895,120.77085153778987,121.41199584767325,1,1000,2500,0.0,0,0,[0],8,7
regular,50,50,13,1.2363786407493813,157.15898897283512,160.33753145021797,155.92261033208572,1,1000,2500,0.0,0,0,[0],9,9
e-singular,50,50,13,0.7807975025904605,149.63862536578387,151.15982310611977,148.8578278631934,1,1000,2500,0.0,0,0,[0],8,9
singular1,50,50,13,0.6494560446622154,147.1753535815651,140.62712147287453,146.5258975369029,1,1000,2500,0.0,0,0,[0],9,9
singular2,50,50,13,0.5303489794460388,124.37147657664022,122.72686304050394,123.84112759719419,1,1000,2500,0.0,0,0,[0],8,9
regular,250,250,13,1.4054605253674435,749.9740216159352,751.4708847112703,748.5685610905678,1,1000,2500,0.0,0,0,[0],5,2
e-singular,250,250,13,1.1296116423473213,666.5716929066679,669.637854510623,665.4420812643206,1,1000,2500,0.0,0,0,[0],8,2
singular1,250,250,13,0.6669232918991236,653.6472487600034,654.1288048556256,652.9803254681043,1,1000,2500,0.0,0,0,[0],8,2
singular2,250,250,13,0.6345347016990165,564.4467905876895,564.6628553395187,563.8122558859905,1,1000,2500,0.0,0,0,[0],8,2
regular,250,250,13,1.4444687136948582,751.851206499097,752.8512499407359,750.4067377854021,1,1000,2500,0.0,0,0,[0],9,3
e-singular,250,250,13,0.9915228612299948,666.8152417551242,671.0182197400886,665.8237188938942,1,1000,2500,0.0,0,0,[0],8,3
singular1,250,250,13,0.6500526014833771,656.5999605338906,655.5091700850911,655.9499079324072,1,1000,2500,0.0,0,0,[0],9,3
singular2,250,250,13,0.7077497185180428,566.4624873387933,566.0432205689842,565.7547376202753,1,1000,2500,0.0,0,0,[0],8,3
regular,250,250,13,1.5093166076880171,755.0182998932703,755.611980399667,753.5089832855823,1,1000,2500,0.0,0,0,[0],9,5
e-singular,250,250,13,0.9704104403375731,669.9547067833724,673.7789501990197,668.9842963430349,1,1000,2500,0.0,0,0,[0],9,5
singular1,250,250,13,0.6813747904655931,661.8526655919792,658.2699005440222,661.1712908015136,1,1000,2500,0.0,0,0,[0],9,5
singular2,250,250,13,0.7174488733146717,570.7039869520141,568.8039510279153,569.9865380786995,1,1000,2500,0.0,0,0,[0],9,5
regular,250,250,13,1.534909087509767,758.3243694036445,758.3727108585981,756.7894603161348,1,1000,2500,0.0,0,0,[0],9,7
e-singular,250,250,13,0.9324478841769839,674.9962198534773,676.5396806579508,674.0637719693003,1,1000,2500,0.0,0,0,[0],9,7
singular1,250,250,13,0.6633624313879453,667.9914574466394,661.0306310029534,667.3280950152515,1,1000,2500,0.0,0,0,[0],10,7
singular2,250,250,13,0.6403302144224178,574.4456236748648,571.5646814868466,573.8052934604424,1,1000,2500,0.0,0,0,[0],9,7
regular,250,250,13,1.5123235263775157,761.1971466304102,761.1334413175292,759.6848231040327,1,1000,2500,0.0,0,0,[0],10,9
e-singular,250,250,13,0.9045841338189418,679.9550490920324,679.300411116882,679.0504649582134,1,1000,2500,0.0,0,0,[0],9,9
singular1,250,250,13,0.6697685503691965,674.2525129185215,663.7913614618845,673.5827443681522,1,1000,2500,0.0,0,0,[0],10,9
singular2,250,250,13,0.67620240031435,579.173619397845,574.3254119457777,578.4974169975306,1,1000,2500,0.0,0,0,[0],9,9
regular,5000,5000,13,1.5153767765328388,14841.40028580425,14845.575268287414,14839.884909027716,1,1000,2500,0.0,0,0,[0],5,2
e-singular,5000,5000,13,1.49967651253061,13627.631337993944,13629.187510565234,13626.131661481413,1,1000,2500,0.0,0,0,[0],6,2
singular1,5000,5000,13,0.6620184432247532,12794.712620127239,12794.410546917989,12794.050601684014,1,1000,2500,0.0,0,0,[0],9,2
singular2,5000,5000,13,0.6760812874619027,11036.78461418323,11036.916307623327,11036.108532895769,1,1000,2500,0.0,0,0,[0],10,2
regular,5000,5000,13,1.5242899150740865,14842.225299059835,14847.704566585267,14840.701009144761,1,1000,2500,0.0,0,0,[0],10,3
e-singular,5000,5000,13,1.6935530750188996,13627.250752994481,13631.316808863088,13625.557199919462,1,1000,2500,0.0,0,0,[0],9,3
singular1,5000,5000,13,0.8284905082448846,12798.616760816945,12796.539845215842,12797.7882703087,1,1000,2500,0.0,0,0,[0],10,3
singular2,5000,5000,13,0.7343941578852758,11039.120176457767,11039.045605921181,11038.385782299882,1,1000,2500,0.0,0,0,[0],10,3
regular,5000,5000,13,1.7629458420983284,14846.52095597409,14851.963163180975,14844.758010131993,1,1000,2500,0.0,0,0,[0],10,5
e-singular,5000,5000,13,1.7576786137649076,13629.500007096472,13635.575405458796,13627.742328482707,1,1000,2500,0.0,0,0,[0],10,5
