rlct,hypers,mean_divergences,total_divergences,max_divergences,divergences_per_chain,chain_tree_depth,dsid,regime,k,n,trial,chains,draws,tune,name,duration
1.5176069196815225,c=1,0.0,0,0,[0],5,regular,5000,2,5000,1,1,2000,4000,toru,42.10955261699928
1.4915942716138288,"c=1,d=1",0.0,0,0,"[0, 0]",7,e-singular,5000,2,5000,1,1,2000,4000,watanabe,127.68789002799986
1.4536948621772212,c=1,0.0,0,0,[0],6,e-singular,5000,2,5000,1,1,2000,4000,toru,53.4764275259995
0.8315225898493508,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,5000,2,5000,1,1,2000,4000,watanabe,224.0177611380004
0.8999009259153914,c=1,0.0,0,0,[0],10,singular1,5000,2,5000,1,1,2000,4000,toru,120.32983098000022
0.8461155805182973,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular2,5000,2,5000,1,1,2000,4000,watanabe,293.185820359
0.8005531242455037,c=1,0.0,0,0,[0],10,singular2,5000,2,5000,1,1,2000,4000,toru,154.0170973410004
1.5358912675794332,"c=1,d=1",0.0,0,0,"[0, 0]",10,regular,5000,3,5000,1,1,2000,4000,watanabe,477.007327022
1.601967674648546,c=1,0.0,0,0,[0],10,regular,5000,3,5000,1,1,2000,4000,toru,415.4124458420001
2.0145600746132737,"c=1,d=1",0.0,0,0,"[0, 0]",10,e-singular,5000,3,5000,1,1,2000,4000,watanabe,438.0508651119999
1.742617066991644,c=1,0.0,0,0,[0],10,e-singular,5000,3,5000,1,1,2000,4000,toru,327.7110091879995
1.8637133778829007,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,5000,3,5000,1,1,2000,4000,watanabe,354.448017146
1.4078117336983105,c=1,0.0,0,0,[0],10,singular1,5000,3,5000,1,1,2000,4000,toru,277.5860754710002
1.3489320055093803,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular2,5000,3,5000,1,1,2000,4000,watanabe,458.76209901199945
1.0679703471280666,c=1,0.0,0,0,[0],10,singular2,5000,3,5000,1,1,2000,4000,toru,306.7501688309994
2.3696537756207583,"c=1,d=1",0.0,0,0,"[0, 0]",10,regular,5000,5,5000,1,1,2000,4000,watanabe,1435.0556047319997
2.235102700213684,c=1,0.0,0,0,[0],10,regular,5000,5,5000,1,1,2000,4000,toru,1285.5352904809995
2.8543526238844787,"c=1,d=1",0.0,0,0,"[0, 0]",10,e-singular,5000,5,5000,1,1,2000,4000,watanabe,1046.3887471400003
2.1077162882698044,c=1,0.0,0,0,[0],10,e-singular,5000,5,5000,1,1,2000,4000,toru,832.9250977370002
3.280997400841027,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular1,5000,5,5000,1,1,2000,4000,watanabe,744.371252807
2.1619309483976643,c=1,0.0,0,0,[0],10,singular1,5000,5,5000,1,1,2000,4000,toru,679.4017331520008
2.6628119338317364,"c=1,d=1",0.0,0,0,"[0, 0]",10,singular2,5000,5,5000,1,1,2000,4000,watanabe,744.7392244140001
1.81542047659977,c=1,0.0,0,0,[0],10,singular2,5000,5,5000,1,1,2000,4000,toru,668.991504867
1.6046700162117389,"c=1,d=1",0.0,0,0,"[0, 0]",5,regular,50,2,50,2,1,2000,4000,watanabe,28.287305787999685
1.5735478437365311,c=1,0.0,0,0,[0],5,regular,50,2,50,2,1,2000,4000,toru,13.882701647999966
1.4091922440115647,"c=1,d=1",0.0,0,0,"[0, 0]",8,e-singular,50,2,50,2,1,2000,4000,watanabe,31.40590888799943
1.3415503992469824,c=1,0.0,0,0,[0],7,e-singular,50,2,50,2,1,2000,4000,toru,17.549597707999965
1.165722137002079,"c=1,d=1",0.0,0,0,"[0, 0]",9,singular1,50,2,50,2,1,2000,4000,watanabe,32.78156910600046
1.300923660158933,c=1,0.0,0,0,[0],10,singular1,50,2,50,2,1,2000,4000,toru,19.73655140000028
0.9135789212369616,"c=1,d=1",0.0,0,0,"[0, 0]",7,singular2,50,2,50,2,1,2000,4000,watanabe,31.59764967599949
1.0961605601738658,c=1,0.0,0,0,[0],8,singular2,50,2,50,2,1,2000,4000,toru,18.132611983999595
1.4291623397994289,"c=1,d=1",0.0,0,0,"[0, 0]",9,regular,50,3,50,2,1,2000,4000,watanabe,36.261196415000086
