dsid,n,p0,p1,w0,fisher_mat
regular,50,0.3592951392002079,0.16718968941778345,0.28843695295981137,"[ 4.21858644e-02 -1.11335460e-02 -1.84728506e-04 -1.11335460e-02
  2.86823914e+00  1.56973569e-03 -1.84728506e-04  1.56973569e-03
  3.56271034e-02]"
regular,50,0.3318087612329361,0.1526270119865444,0.17620649506016253,"[ 1.01923620e-02 -1.92507333e-02  8.10704850e-04 -1.92507333e-02
  6.61671715e+00  6.25661249e-02  8.10704850e-04  6.25661249e-02
  4.36468340e-02]"
regular,50,0.34154528375404647,0.1519211160926776,0.3199955187973868,"[ 6.46692345e-02 -1.16710468e-02 -2.04122944e-03 -1.16710468e-02
  3.44219429e+00  6.90387023e-02 -2.04122944e-03  6.90387023e-02
  3.80900118e-02]"
regular,50,0.34174787882724744,0.1529488381827595,0.14116153199859266,"[ 4.46642369e-03 -6.20145219e-03 -1.31002637e-03 -6.20145219e-03
  8.37349262e+00  5.88578319e-02 -1.31002637e-03  5.88578319e-02
  5.69870180e-02]"
regular,50,0.15070572336284366,0.3472176568167441,0.7359230265304464,"[ 4.28010496e+00 -7.03268395e-03  1.59105237e-02 -7.03268395e-03
  3.65927825e-02 -4.04627801e-04  1.59105237e-02 -4.04627801e-04
  3.95673332e-02]"
regular,50,0.36996628483479177,0.1514188601867275,0.1792798056365452,"[ 8.00555099e-03 -1.91676737e-03  5.49204584e-04 -1.91676737e-03
  6.95103450e+00  1.91496106e-01  5.49204584e-04  1.91496106e-01
  4.69682284e-02]"
regular,50,0.15601052856029246,0.33830976030723625,0.6906763078520055,"[ 3.0431192  -0.01940062 -0.02309312 -0.01940062  0.05545268  0.00447607
 -0.02309312  0.00447607  0.03622037]"
regular,50,0.1479949538509473,0.3475200415600883,0.7734367809678615,"[ 6.15541875e+00 -6.74149545e-03 -9.08149785e-02 -6.74149545e-03
  1.86517540e-02  3.22687717e-03 -9.08149785e-02  3.22687717e-03
  3.84563769e-02]"
regular,50,0.3582659566062126,0.14468118568166022,0.3226766310163802,"[ 5.37309443e-02 -2.09141106e-03  1.18087359e-03 -2.09141106e-03
  3.49045054e+00  8.23512225e-03  1.18087359e-03  8.23512225e-03
  4.01844846e-02]"
regular,50,0.1544513811607792,0.3628480570496208,0.6499530593370335,"[ 2.77124739 -0.0044678   0.01143537 -0.0044678   0.07012213 -0.00304619
  0.01143537 -0.00304619  0.02975771]"
regular,50,0.149790727182857,0.34666833363541877,0.7297342558359275,"[ 5.20840861e+00 -8.57240095e-03 -1.41829130e-01 -8.57240095e-03
  4.00833042e-02  1.00655064e-03 -1.41829130e-01  1.00655064e-03
  3.73984886e-02]"
regular,50,0.32994915276385844,0.14725179400816932,0.30076081212159084,"[ 5.15591767e-02 -1.62084337e-02  1.88063343e-03 -1.62084337e-02
  4.54937029e+00 -1.00053552e-02  1.88063343e-03 -1.00053552e-02
  3.68965359e-02]"
regular,50,0.37020259152153673,0.1499460503420598,0.21908066566168544,"[ 1.93996890e-02 -1.71039230e-03  2.42000698e-03 -1.71039230e-03
  6.13073649e+00  8.01411512e-02  2.42000698e-03  8.01411512e-02
  4.26336504e-02]"
regular,50,0.14703973869491518,0.35759535792908564,0.7399249590001066,"[ 5.82737652e+00 -2.45281881e-03 -1.12318620e-01 -2.45281881e-03
  2.08270268e-02 -2.31465598e-03 -1.12318620e-01 -2.31465598e-03
  4.54201124e-02]"
regular,50,0.1462124444512502,0.34337269218579997,0.6855981047852616,"[ 3.99538074e+00 -7.52739501e-03 -5.88322876e-02 -7.52739501e-03
  6.72511643e-02  1.06519858e-03 -5.88322876e-02  1.06519858e-03
  3.57152338e-02]"
regular,50,0.1467856777489456,0.2775845890923273,0.8882687776147616,"[ 9.13471041e+00 -1.15687164e-01 -1.25075201e-01 -1.15687164e-01
  9.63309838e-03 -3.96892835e-03 -1.25075201e-01 -3.96892835e-03
  5.16526961e-02]"
regular,50,0.33942048792571466,0.14393091946679895,0.19064485551326765,"[ 6.90988143e-03 -4.91053635e-03 -2.03123679e-03 -4.91053635e-03
  6.80874290e+00  1.07723433e-01 -2.03123679e-03  1.07723433e-01
  5.67663388e-02]"
regular,50,0.15259008965428658,0.344521712140749,0.7050516761524992,"[ 3.79823238e+00 -1.14788935e-02 -6.88009234e-02 -1.14788935e-02
  5.11841837e-02 -3.38631128e-03 -6.88009234e-02 -3.38631128e-03
  3.67092760e-02]"
regular,50,0.15021606443209548,0.3340998084695762,0.7803833298082452,"[ 4.56458260e+00 -1.47128627e-02  1.09847636e-01 -1.47128627e-02
  1.93452925e-02 -6.31464101e-04  1.09847636e-01 -6.31464101e-04
  4.22047641e-02]"
regular,50,0.14418381520115664,0.35400715128100985,0.8293031391645935,"[ 7.76878405e+00 -2.76554133e-03 -1.92181113e-01 -2.76554133e-03
  6.48108154e-03  6.80046500e-04 -1.92181113e-01  6.80046500e-04
  5.11834099e-02]"
regular,50,0.1574251111658151,0.34562668534628715,0.7610280943183975,"[ 4.51446721e+00 -1.04843165e-02 -6.31116905e-02 -1.04843165e-02
  1.67589305e-02 -1.61898299e-03 -6.31116905e-02 -1.61898299e-03
  4.63617046e-02]"
regular,50,0.348101283245826,0.1541290413670869,0.11893948541016425,"[ 2.56621904e-03 -4.64765678e-03  7.58577202e-05 -4.64765678e-03
  9.31991218e+00  3.56004697e-02  7.58577202e-05  3.56004697e-02
  5.41236156e-02]"
