chain,draw,like,weights_0,weights_1,weights_2,mus_0,mus_1,mus_2
0,0,1.619662758496417,0.0053340334897966635,0.013110615341480857,0.9815553511687225,0.11019333280714418,-1.2012092425871286,-0.03581872854245847
0,1,-0.002651944381611267,0.007383763265364007,9.488419839609078e-10,0.992616235785794,0.016043648676445376,-0.825557606392991,-0.01499694408439386
0,2,-0.3026574163715507,0.8333419865251409,0.16422488528557064,0.0024331281892884245,0.020665674654156405,-0.17608781078316935,1.3070362258966184
0,3,-2.1858020890917547,0.010326978003298595,0.687987413690806,0.30168560830589547,0.48867178316022225,0.14834816632130166,-0.35785278465080134
0,4,-2.23456123553962,0.00741777985271574,0.4947520993186822,0.4978301208286019,0.516080774984884,0.3167520902854018,-0.42685902834645356
0,5,-2.042366120230924,0.309393156122886,0.6906068374498382,6.427275795866348e-09,-0.26967046885736884,0.17303538431254104,0.7208885002210079
0,6,-0.9706365892506872,0.04122977074928778,0.9404508045848271,0.018319424665885087,-0.5851285662565039,0.09227801203779074,0.3588084141943702
0,7,-1.1936165715319416,0.9746343959520185,0.02536560300699133,1.0409902432762769e-09,-0.03929314179029004,-0.17397612118515965,1.4913084387276547
0,8,-0.2947522837583842,0.11144202480574072,0.8869289217134724,0.0016290534807869494,-0.028445467569832406,0.022871819272700076,4.183319010187329
0,9,-0.2707958946389013,0.1382804180248513,0.8564614621975822,0.005258119777566475,-0.013649976455690514,-0.06332981752129795,4.237010276541724
0,10,0.4056074868453894,0.000897083368984947,0.9991029164914352,1.395797044006754e-10,1.2446032928712552,-0.03119353896353567,-2.697615304623663
0,11,0.35039832322849057,0.0008118002301566627,0.9991881997424112,2.743215530825952e-11,1.3115329851440731,0.04166606093405028,-2.8465954428196856
0,12,0.3584806918540858,0.0008388194924257327,0.999161180478592,2.898233544218066e-11,1.3239674186992598,0.07312189515922295,-2.858971531741762
0,13,0.6524182924663645,0.00429518928524305,0.9957047882325148,2.2482242120667172e-08,1.9258613637872801,0.07000201510297706,-2.877641347174129
0,14,0.20297550042354204,2.381119888492161e-05,0.9999761886977461,1.0336874363124729e-10,2.636501201980479,0.01980486529959864,-2.000963297437761
0,15,1.235997746409436,0.029992256518058272,0.970006079915914,1.6635660277833864e-06,0.6474282518381209,0.011993005074662721,-3.4334657964666415
0,16,1.0448939101305672,0.1339014477784751,0.8598813612475974,0.006217190973927528,0.3059532080655346,-0.06763960916146727,-3.240654909601431
0,17,-0.2704683107499117,0.13751334714431043,0.8624866528038199,5.186972906061698e-11,0.3131594925241806,-0.08629297190373232,-2.3362455932918174
0,18,0.4438328134669711,7.94466403474862e-09,0.9999981141060602,1.8779492758631486e-06,-0.5600460197972271,0.007867041224206082,2.1395057290351547
0,19,0.4047562565845632,1.1706728675068566e-08,0.9999989151855206,1.0731077506118264e-06,-0.5594409215573699,-0.0058237872202079625,2.180396987333509
0,20,-0.363946374030777,2.17172220855116e-05,0.999512094448692,0.0004661883292223651,-0.1252683962090789,-0.023728006893887994,-4.462027270543028
0,21,-0.10220027568933368,5.253213817792059e-07,0.9998055538227564,0.00019392085586179483,-0.12146409975587573,0.020159457786750174,-4.908218159068858
0,22,-0.5913383751314729,1.4268095166911637e-08,0.999999578643236,4.070886688798617e-07,-0.02996502379450641,0.022863813232752227,-3.766265331966064
0,23,0.498904699535155,2.969929407142312e-11,0.999999985634298,1.4336002686127787e-08,0.27133825836649395,-0.035899058724333466,-2.918909454801264
0,24,0.8855584910655574,1.5759767210627303e-16,0.99999999576537,4.234629678169867e-09,-2.3174215053021023,-0.022392957907954227,0.6778433949114828
0,25,0.28220780864422507,2.069970500935483e-15,0.9999995910221348,4.0897786333153825e-07,-2.062953806306711,0.0008502568415432371,0.2404239741965945
0,26,0.7646620304278006,2.0440110534551666e-20,4.0867919406281685e-05,0.9999591320805936,-1.1651317819592613,0.6268819966816946,0.04449153617595788
0,27,-0.1331860144744054,2.5928677861782764e-13,1.6427996925529617e-10,0.9999999998354607,-0.4410450268969352,1.8225740861437643,-0.05509823724380182
0,28,-0.25394881496600413,3.042401814488884e-14,6.0276514184965005e-12,0.999999999993942,-0.46877403146131635,1.7911136836534622,0.039980438906074764
0,29,-0.029157484073192998,7.703040816786882e-20,4.314669919459138e-15,0.9999999999999958,0.22530748412420637,1.4602321057695118,0.029003358696460983
0,30,-0.39733499650327564,5.779565377358024e-13,2.5179725663080788e-14,0.9999999999993969,-0.1188148734022637,0.721141452811264,7.506772809110275e-05
0,31,-0.41726341800128486,4.487992042491279e-12,1.3229914183859551e-12,0.9999999999941891,-0.15734556159942661,0.3118318372556229,-0.04692319587128916
0,32,-0.4678130628917187,8.445704891890131e-08,4.723646176843343e-12,0.9999999155382273,0.05858455658529471,0.008843821437066326,0.029907919884780726
0,33,-0.48925364511535785,2.425612011558105e-07,1.921491390481644e-12,0.9999997574368773,0.07906624434642609,0.12226038793829541,-0.017166142260116597
0,34,-0.4872402502877223,1.0392215230779842e-06,3.3130835346958696e-10,0.9999989604471686,5.4456590679005316e-05,-0.6105688225199033,-0.016161044592518003
0,35,0.08340136413482223,0.6683082667589268,0.0033599917288499636,0.32833174151222305,0.24192068010355053,-0.05844932138104655,-0.3125699564565361
0,36,0.04275565283378923,0.7845443657184257,0.0018692106638366296,0.21358642361773786,-0.09770371870680383,-0.04636016957416229,-0.0033624710388969943
0,37,0.06910763529963408,0.10377071580227265,0.000890499879913641,0.8953387843178138,-0.09146428785499036,-0.182248101980481,0.09181690988580611
0,38,-0.007457651460037154,0.9001348534476679,0.004168860994992208,0.09569628555733997,0.04112451510278723,-0.2289905852361595,-0.07223793262878196
0,39,0.3946063434650459,0.9390757175423049,0.012533251067985194,0.04839103138970994,0.03919690407777348,-1.3091764839788051,-0.24040110492549902
0,40,0.9683006825301235,0.015910020548499174,0.0011336122652580865,0.9829563671862428,-0.014676743527560066,-1.4354739881068077,0.07019570553825545
0,41,0.7492558337488161,7.065076101368832e-12,1.3310289963443147e-05,0.9999866897029716,-0.49846549890047404,-0.8250728281938979,0.00981402241635926
0,42,-1.1538094230390123,0.0008817571012167211,9.243796859097178e-15,0.9991182428987739,-3.819597291568375,-2.155325369176181,-0.030708489150483173
