trial,FE,beta,m,n,chain_size,name
19,152.155357406791,0.217147240951626,0,100,10000,WBIC
20,153.062476647155,0.217147240951626,0,100,10000,AFE
20,152.156780674789,0.217147240951626,0,100,10000,WBIC
1,378.25933953518,0.181111487498706,0,250,2000,AFE
1,377.6668242698,0.181111487498706,0,250,2000,WBIC
2,378.259586787323,0.181111487498706,0,250,2000,AFE
2,377.821128054879,0.181111487498706,0,250,2000,WBIC
3,378.259461572984,0.181111487498706,0,250,2000,AFE
3,377.901625578028,0.181111487498706,0,250,2000,WBIC
4,378.259713439698,0.181111487498706,0,250,2000,AFE
4,378.072707813838,0.181111487498706,0,250,2000,WBIC
5,378.259277289439,0.181111487498706,0,250,2000,AFE
5,378.053309420672,0.181111487498706,0,250,2000,WBIC
6,378.259343189438,0.181111487498706,0,250,2000,AFE
6,378.011442540538,0.181111487498706,0,250,2000,WBIC
7,378.259409100194,0.181111487498706,0,250,2000,AFE
7,377.941512756195,0.181111487498706,0,250,2000,WBIC
8,378.259329585575,0.181111487498706,0,250,2000,AFE
8,377.945443989411,0.181111487498706,0,250,2000,WBIC
9,378.259684765118,0.181111487498706,0,250,2000,AFE
9,377.892961852461,0.181111487498706,0,250,2000,WBIC
10,378.259302105414,0.181111487498706,0,250,2000,AFE
10,377.849858349052,0.181111487498706,0,250,2000,WBIC
11,378.259358201499,0.181111487498706,0,250,2000,AFE
11,377.754633832541,0.181111487498706,0,250,2000,WBIC
12,378.259440491601,0.181111487498706,0,250,2000,AFE
12,378.246182690114,0.181111487498706,0,250,2000,WBIC
13,378.259243867196,0.181111487498706,0,250,2000,AFE
13,378.031822174125,0.181111487498706,0,250,2000,WBIC
14,452.473825432565,0.181111487498706,0,250,2000,AFE
14,378.029610892386,0.181111487498706,0,250,2000,WBIC
15,378.259320702355,0.181111487498706,0,250,2000,AFE
15,378.038408744821,0.181111487498706,0,250,2000,WBIC
16,379.960082858519,0.181111487498706,0,250,2000,AFE
16,378.128973828609,0.181111487498706,0,250,2000,WBIC
17,378.259531217817,0.181111487498706,0,250,2000,AFE
17,377.638873185942,0.181111487498706,0,250,2000,WBIC
18,378.259272956521,0.181111487498706,0,250,2000,AFE
18,377.981975135682,0.181111487498706,0,250,2000,WBIC
19,378.259288105252,0.181111487498706,0,250,2000,AFE
19,377.805220407727,0.181111487498706,0,250,2000,WBIC
20,378.259263475054,0.181111487498706,0,250,2000,AFE
20,377.740710408114,0.181111487498706,0,250,2000,WBIC
1,378.259226216696,0.181111487498706,0,250,4000,AFE
1,377.999486389464,0.181111487498706,0,250,4000,WBIC
2,424.135335558497,0.181111487498706,0,250,4000,AFE
2,377.876793472049,0.181111487498706,0,250,4000,WBIC
3,378.259413552127,0.181111487498706,0,250,4000,AFE
3,377.842562716111,0.181111487498706,0,250,4000,WBIC
4,378.259534070513,0.181111487498706,0,250,4000,AFE
4,377.905085412349,0.181111487498706,0,250,4000,WBIC
5,386.979782596743,0.181111487498706,0,250,4000,AFE
5,378.009287781833,0.181111487498706,0,250,4000,WBIC
6,378.259530987408,0.181111487498706,0,250,4000,AFE
6,377.900277519998,0.181111487498706,0,250,4000,WBIC
7,384.711901688414,0.181111487498706,0,250,4000,AFE
7,377.891190971586,0.181111487498706,0,250,4000,WBIC
8,378.259479982684,0.181111487498706,0,250,4000,AFE
8,377.837526314051,0.181111487498706,0,250,4000,WBIC
9,378.259264715415,0.181111487498706,0,250,4000,AFE
9,377.788114677569,0.181111487498706,0,250,4000,WBIC
10,449.513923405148,0.181111487498706,0,250,4000,AFE
10,377.894646519717,0.181111487498706,0,250,4000,WBIC
11,378.259258646361,0.181111487498706,0,250,4000,AFE
11,378.012644701597,0.181111487498706,0,250,4000,WBIC
12,409.835681224617,0.181111487498706,0,250,4000,AFE
12,378.049765195229,0.181111487498706,0,250,4000,WBIC
13,465.236749108698,0.181111487498706,0,250,4000,AFE
13,377.969039584787,0.181111487498706,0,250,4000,WBIC
14,378.259320143943,0.181111487498706,0,250,4000,AFE
14,377.946044245747,0.181111487498706,0,250,4000,WBIC
15,378.259759374215,0.181111487498706,0,250,4000,AFE
15,377.824459366924,0.181111487498706,0,250,4000,WBIC
16,600.371946717329,0.181111487498706,0,250,4000,AFE
16,377.806599413102,0.181111487498706,0,250,4000,WBIC
17,378.259309928369,0.181111487498706,0,250,4000,AFE
17,377.815799620586,0.181111487498706,0,250,4000,WBIC
18,378.259194880476,0.181111487498706,0,250,4000,AFE
18,378.008661779748,0.181111487498706,0,250,4000,WBIC
19,429.796714570419,0.181111487498706,0,250,4000,AFE
19,377.938448891878,0.181111487498706,0,250,4000,WBIC
20,378.259239348827,0.181111487498706,0,250,4000,AFE
20,377.957092480995,0.181111487498706,0,250,4000,WBIC
1,378.259235791393,0.181111487498706,0,250,6000,AFE
1,378.127430300567,0.181111487498706,0,250,6000,WBIC
2,378.259529631212,0.181111487498706,0,250,6000,AFE
2,378.005667880159,0.181111487498706,0,250,6000,WBIC
3,378.259340848684,0.181111487498706,0,250,6000,AFE
3,378.024534270723,0.181111487498706,0,250,6000,WBIC
4,381.231079962797,0.181111487498706,0,250,6000,AFE
4,377.985405881859,0.181111487498706,0,250,6000,WBIC
5,378.259444783003,0.181111487498706,0,250,6000,AFE
5,377.961305416362,0.181111487498706,0,250,6000,WBIC
6,378.259235242767,0.181111487498706,0,250,6000,AFE
6,377.841534763466,0.181111487498706,0,250,6000,WBIC
7,467.025796271067,0.181111487498706,0,250,6000,AFE
7,378.06340284587,0.181111487498706,0,250,6000,WBIC
8,378.259304317795,0.181111487498706,0,250,6000,AFE
8,378.091268408603,0.181111487498706,0,250,6000,WBIC
9,378.259379804801,0.181111487498706,0,250,6000,AFE
9,377.897264974868,0.181111487498706,0,250,6000,WBIC
10,378.2592299802,0.181111487498706,0,250,6000,AFE
10,377.922363067405,0.181111487498706,0,250,6000,WBIC
11,378.259633935769,0.181111487498706,0,250,6000,AFE
11,377.911824488991,0.181111487498706,0,250,6000,WBIC
12,378.259278283987,0.181111487498706,0,250,6000,AFE
12,377.830104249898,0.181111487498706,0,250,6000,WBIC
13,390.008260367195,0.181111487498706,0,250,6000,AFE
13,378.110499173124,0.181111487498706,0,250,6000,WBIC
14,438.512062726697,0.181111487498706,0,250,6000,AFE
14,378.034667072747,0.181111487498706,0,250,6000,WBIC
15,413.044500443506,0.181111487498706,0,250,6000,AFE
15,377.902461723654,0.181111487498706,0,250,6000,WBIC
16,383.264678484037,0.181111487498706,0,250,6000,AFE
16,378.012537293805,0.181111487498706,0,250,6000,WBIC
17,378.259264080847,0.181111487498706,0,250,6000,AFE
17,378.092910594886,0.181111487498706,0,250,6000,WBIC
18,410.77754279876,0.181111487498706,0,250,6000,AFE
18,377.919288414515,0.181111487498706,0,250,6000,WBIC
19,378.259271202024,0.181111487498706,0,250,6000,AFE
19,377.794536751297,0.181111487498706,0,250,6000,WBIC
20,378.259341733302,0.181111487498706,0,250,6000,AFE
20,377.937926467952,0.181111487498706,0,250,6000,WBIC
1,378.259329447572,0.181111487498706,0,250,10000,AFE
1,377.913324260574,0.181111487498706,0,250,10000,WBIC
2,378.259113709427,0.181111487498706,0,250,10000,AFE
2,377.856046066381,0.181111487498706,0,250,10000,WBIC
3,456.651428049493,0.181111487498706,0,250,10000,AFE
3,378.052065209055,0.181111487498706,0,250,10000,WBIC
4,378.259350578156,0.181111487498706,0,250,10000,AFE
4,377.920487651688,0.181111487498706,0,250,10000,WBIC
5,378.259476443732,0.181111487498706,0,250,10000,AFE
5,377.899633453329,0.181111487498706,0,250,10000,WBIC
6,379.844556765101,0.181111487498706,0,250,10000,AFE
6,377.920721369851,0.181111487498706,0,250,10000,WBIC
7,378.259154314562,0.181111487498706,0,250,10000,AFE
7,377.956864223306,0.181111487498706,0,250,10000,WBIC
8,401.943140241181,0.181111487498706,0,250,10000,AFE
8,377.919917274978,0.181111487498706,0,250,10000,WBIC
9,378.259275398335,0.181111487498706,0,250,10000,AFE
9,377.84367131787,0.181111487498706,0,250,10000,WBIC
10,378.259229337195,0.181111487498706,0,250,10000,AFE
10,377.893743929941,0.181111487498706,0,250,10000,WBIC
11,378.259586152028,0.181111487498706,0,250,10000,AFE
11,377.880637395458,0.181111487498706,0,250,10000,WBIC
12,378.259239559329,0.181111487498706,0,250,10000,AFE
12,377.902257719928,0.181111487498706,0,250,10000,WBIC
13,378.259515185162,0.181111487498706,0,250,10000,AFE
13,377.953759921976,0.181111487498706,0,250,10000,WBIC
14,378.259273889401,0.181111487498706,0,250,10000,AFE
14,377.997094112265,0.181111487498706,0,250,10000,WBIC
15,378.25928339233,0.181111487498706,0,250,10000,AFE
15,377.946014347649,0.181111487498706,0,250,10000,WBIC
16,378.259203657025,0.181111487498706,0,250,10000,AFE
16,377.89120480136,0.181111487498706,0,250,10000,WBIC
17,378.259249371819,0.181111487498706,0,250,10000,AFE
17,378.005734840512,0.181111487498706,0,250,10000,WBIC
18,378.259063165683,0.181111487498706,0,250,10000,AFE
18,377.97791270116,0.181111487498706,0,250,10000,WBIC
19,417.005997239436,0.181111487498706,0,250,10000,AFE
19,377.937437219078,0.181111487498706,0,250,10000,WBIC
20,378.259255966464,0.181111487498706,0,250,10000,AFE
20,377.979230655934,0.181111487498706,0,250,10000,WBIC
1,704.577599487772,0.160911192494003,0,500,2000,AFE
1,704.729222594791,0.160911192494003,0,500,2000,WBIC
2,704.577592583396,0.160911192494003,0,500,2000,AFE
2,704.623668714405,0.160911192494003,0,500,2000,WBIC
3,704.627058045232,0.160911192494003,0,500,2000,AFE
3,705.014648480465,0.160911192494003,0,500,2000,WBIC
4,704.811784553467,0.160911192494003,0,500,2000,AFE
4,704.349306180477,0.160911192494003,0,500,2000,WBIC
5,704.577481353985,0.160911192494003,0,500,2000,AFE
5,704.157030565917,0.160911192494003,0,500,2000,WBIC
6,704.578509257633,0.160911192494003,0,500,2000,AFE
6,704.500616929392,0.160911192494003,0,500,2000,WBIC
7,704.577853729837,0.160911192494003,0,500,2000,AFE
7,704.477080089304,0.160911192494003,0,500,2000,WBIC
8,730.455876723941,0.160911192494003,0,500,2000,AFE
8,704.395282296183,0.160911192494003,0,500,2000,WBIC
9,758.857315769938,0.160911192494003,0,500,2000,AFE
9,704.338943137658,0.160911192494003,0,500,2000,WBIC
10,704.693057543006,0.160911192494003,0,500,2000,AFE
10,704.496416732251,0.160911192494003,0,500,2000,WBIC
11,704.578758142093,0.160911192494003,0,500,2000,AFE
11,704.288703860845,0.160911192494003,0,500,2000,WBIC
12,704.577930732113,0.160911192494003,0,500,2000,AFE
12,704.286799764928,0.160911192494003,0,500,2000,WBIC
13,704.577794043548,0.160911192494003,0,500,2000,AFE
13,704.131257624656,0.160911192494003,0,500,2000,WBIC
14,704.604690019889,0.160911192494003,0,500,2000,AFE
14,704.285597253745,0.160911192494003,0,500,2000,WBIC
15,716.805440189267,0.160911192494003,0,500,2000,AFE
15,704.38423070622,0.160911192494003,0,500,2000,WBIC
16,704.577883541345,0.160911192494003,0,500,2000,AFE
16,704.213031829641,0.160911192494003,0,500,2000,WBIC
17,704.577716049569,0.160911192494003,0,500,2000,AFE
17,704.75101766184,0.160911192494003,0,500,2000,WBIC
18,704.5779465624,0.160911192494003,0,500,2000,AFE
18,704.18402928396,0.160911192494003,0,500,2000,WBIC
19,704.577932183004,0.160911192494003,0,500,2000,AFE
19,704.832579647475,0.160911192494003,0,500,2000,WBIC
20,704.577582457736,0.160911192494003,0,500,2000,AFE
20,704.147222327381,0.160911192494003,0,500,2000,WBIC
1,705.069356743613,0.160911192494003,0,500,4000,AFE
1,704.346282978724,0.160911192494003,0,500,4000,WBIC
2,770.154238057795,0.160911192494003,0,500,4000,AFE
2,704.424106173502,0.160911192494003,0,500,4000,WBIC
3,761.74545537491,0.160911192494003,0,500,4000,AFE
3,704.558779083306,0.160911192494003,0,500,4000,WBIC
4,1096.97385074538,0.160911192494003,0,500,4000,AFE
4,704.333942996348,0.160911192494003,0,500,4000,WBIC
5,704.577790377061,0.160911192494003,0,500,4000,AFE
5,704.369177101622,0.160911192494003,0,500,4000,WBIC
