ctrial,cFE,cbeta,cm,cn,cchain_size,cname
1,16.3062349156074,0.434294481903252,-1,10,10000,AFE
1,15.5644474011216,0.434294481903252,0,10,10000,WBIC
1,19.8186076472412,0.434294481903252,1,10,10000,naiveBIC(1)
1,15.2544297900387,0.434294481903252,10,10,10000,naiveBIC(10)
2,16.3058516544374,0.434294481903252,-1,10,10000,AFE
2,15.5523800776527,0.434294481903252,0,10,10000,WBIC
2,15.2945903573453,0.434294481903252,1,10,10000,naiveBIC(1)
2,15.2449871482313,0.434294481903252,10,10,10000,naiveBIC(10)
3,16.3048427441681,0.434294481903252,-1,10,10000,AFE
3,15.5805776331645,0.434294481903252,0,10,10000,WBIC
3,15.365091588824,0.434294481903252,1,10,10000,naiveBIC(1)
3,17.0007866413598,0.434294481903252,10,10,10000,naiveBIC(10)
4,16.2946971269063,0.434294481903252,-1,10,10000,AFE
4,15.5542612581708,0.434294481903252,0,10,10000,WBIC
4,15.1966207115865,0.434294481903252,1,10,10000,naiveBIC(1)
4,15.3008834069466,0.434294481903252,10,10,10000,naiveBIC(10)
5,16.3101485933568,0.434294481903252,-1,10,10000,AFE
5,15.5560990633638,0.434294481903252,0,10,10000,WBIC
5,15.2500012187521,0.434294481903252,1,10,10000,naiveBIC(1)
5,15.2483457734243,0.434294481903252,10,10,10000,naiveBIC(10)
6,16.4288619202181,0.434294481903252,-1,10,10000,AFE
6,15.5595221080904,0.434294481903252,0,10,10000,WBIC
6,15.210561367717,0.434294481903252,1,10,10000,naiveBIC(1)
6,15.261212491302,0.434294481903252,10,10,10000,naiveBIC(10)
7,16.3080436590692,0.434294481903252,-1,10,10000,AFE
7,15.5305286101879,0.434294481903252,0,10,10000,WBIC
