trial,RLCT,beta,c,n,chain_size
1,0.835237793379271,0.23899214331739,1.4,350,4000
1,0.788299432627939,0.233665740486734,1.4,400,4000
1,0.745915556162404,0.229160789611757,1.4,450,4000
1,0.717953529271619,0.225275669491603,1.4,500,4000
1,0.582902351618425,0.651441722854878,1.5,10,4000
1,0.796276466689796,0.383433327952997,1.5,50,4000
1,0.684917977512703,0.325720861427439,1.5,100,4000
1,0.742558028873166,0.299363236787033,1.5,150,4000
1,0.771808303225793,0.283108748726632,1.5,200,4000
1,0.846545920105669,0.271667231248058,1.5,250,4000
1,0.757925344517043,0.262983381057219,1.5,300,4000
1,0.776233300337221,0.256063010697203,1.5,350,4000
1,0.708480717865807,0.250356150521501,1.5,400,4000
1,0.649729682474081,0.245529417441168,1.5,450,4000
1,0.705611788425746,0.241366788741004,1.5,500,4000
1,0.605665769992332,0.694871171045203,1.6,10,4000
1,0.754766772437645,0.40899554981653,1.6,50,4000
1,0.650806614292303,0.347435585522601,1.6,100,4000
1,0.821478616888674,0.319320785906168,1.6,150,4000
1,0.78571681027283,0.301982665308408,1.6,200,4000
1,0.799789950637464,0.289778379997929,1.6,250,4000
1,0.71698665163431,0.280515606461034,1.6,300,4000
1,0.822018438477976,0.273133878077017,1.6,350,4000
1,0.731112260866769,0.267046560556267,1.6,400,4000
1,0.76226931179614,0.261898045270579,1.6,450,4000
1,0.788075070792172,0.257457907990404,1.6,500,4000
1,0.659155031246328,0.738300619235528,1.7,10,4000
1,0.87242440041009,0.434557771680064,1.7,50,4000
1,0.805284765185407,0.369150309617764,1.7,100,4000
1,0.714678940882026,0.339278335025304,1.7,150,4000
1,0.741493049529638,0.320856581890183,1.7,200,4000
1,0.763483496179296,0.3078895287478,1.7,250,4000
1,0.734154102430937,0.298047831864848,1.7,300,4000
1,0.869152659940538,0.29020474545683,1.7,350,4000
1,0.751229849820347,0.283736970591034,1.7,400,4000
1,0.665312215385287,0.278266673099991,1.7,450,4000
1,0.731532233113421,0.273549027239804,1.7,500,4000
1,0.600150859215753,0.781730067425853,1.8,10,4000
1,0.828738186113848,0.460119993543597,1.8,50,4000
1,0.671006398130584,0.390865033712927,1.8,100,4000
1,0.827124790026917,0.359235884144439,1.8,150,4000
1,0.739807423665847,0.339730498471959,1.8,200,4000
1,0.938323771306729,0.32600067749767,1.8,250,4000
1,0.824474535639595,0.315580057268663,1.8,300,4000
1,0.818315233030582,0.307275612836644,1.8,350,4000
1,0.730845468807147,0.300427380625801,1.8,400,4000
1,0.697122049711723,0.294635300929402,1.8,450,4000
1,0.777602736700851,0.289640146489205,1.8,500,4000
1,0.605431426770006,0.825159515616178,1.9,10,4000
1,0.858362198226142,0.48568221540713,1.9,50,4000
1,0.65152870952796,0.412579757808089,1.9,100,4000
1,0.777653739857967,0.379193433263575,1.9,150,4000
1,0.623198009420638,0.358604415053734,1.9,200,4000
1,0.890774974886939,0.344111826247541,1.9,250,4000
1,0.648658947059303,0.333112282672478,1.9,300,4000
1,0.959464454937307,0.324346480216458,1.9,350,4000
1,0.845905617553403,0.317117790660567,1.9,400,4000
1,0.674411076840407,0.311003928758813,1.9,450,4000
1,0.647094847703011,0.305731265738605,1.9,500,4000
1,0.59474263262905,0.868588963806504,2,10,4000
1,0.713735581441649,0.511244437270663,2,50,4000
1,0.627748657906115,0.434294481903252,2,100,4000
1,0.80898336929868,0.39915098238271,2,150,4000
1,0.664396846307482,0.37747833163551,2,200,4000
1,0.795137022600771,0.362222974997411,2,250,4000
